plot_cn,STATECD,UNITCD,COUNTYCD,PLOT,LAT,LON,ELEV,INVYR,MEASYEAR,PLOT_STATUS_CD,FORTYPCD,LIVE_CANOPY_CVR_PCT,STDAGE,SLOPE,ASPECT,CONDID,geometry,boletus_id,boletus_lat,boletus_lon,boletus_elevation,boletus_date,distance_km,state,annual_precipitation_mm
44540330020004,41,4,63,87125,45.113151,-117.111852,5300.0,2013,2013,1,281.0,30.0,15.0,30.0,332.0,1,POINT (-117.11185200000001 45.11315099999999),225719183,45.11555,-117.1367945,,2024-06-23,1.985158378088891,OR,1147.6552734375
24354278010900,41,4,63,87125,45.113151,-117.111852,5300.0,2003,2003,1,281.0,,45.0,0.0,0.0,1,POINT (-117.11185200000001 45.11315099999999),225719183,45.11555,-117.1367945,,2024-06-23,1.985158378088891,OR,1147.6552734375
1248,41,2,29,103,42.349445,-122.771385,2880.0,1999,1997,1,923.0,,25.0,30.0,270.0,1,POINT (-122.77138500000001 42.349444999999996),228338719,42.3366116667,-122.7562983333,,2024-06-25,1.8907294757257127,OR,690.0338745117188
30765158020004,41,3,31,62165,44.466722,-121.65671,2900.0,2012,2012,1,221.0,45.0,300.0,4.0,0.0,1,POINT (-121.65671 44.46672199999999),280145547,44.4606326997,-121.6553554997,,2025-05-10,0.6850047833642259,OR,530.7843017578125
24058561010900,41,3,31,62165,44.466722,-121.65671,2900.0,2002,2002,1,321.0,,290.0,0.0,0.0,1,POINT (-121.65671 44.46672199999999),280145547,44.4606326997,-121.6553554997,,2025-05-10,0.6850047833642259,OR,530.7843017578125
30765158020004,41,3,31,62165,44.466722,-121.65671,2900.0,2012,2012,1,221.0,45.0,300.0,4.0,0.0,1,POINT (-121.65671 44.46672199999999),282681855,44.4581148873,-121.6592227456,,2025-05-19,0.9768597406156109,OR,530.7843017578125
24058561010900,41,3,31,62165,44.466722,-121.65671,2900.0,2002,2002,1,321.0,,290.0,0.0,0.0,1,POINT (-121.65671 44.46672199999999),282681855,44.4581148873,-121.6592227456,,2025-05-19,0.9768597406156109,OR,530.7843017578125
558630732126144,41,0,47,64684,44.787315,-121.953605,2900.0,2019,2019,1,201.0,90.0,27.0,6.0,217.0,1,POINT (-121.953605 44.787315),283859765,44.7903033333,-121.9356533333,,2025-05-24,1.4584618468998247,OR,2004.367919921875
490388083126144,41,0,47,98837,44.789416,-121.926406,2500.0,2018,2018,1,201.0,90.0,38.0,20.0,10.0,1,POINT (-121.92640600000001 44.789416),283859765,44.7903033333,-121.9356533333,,2025-05-24,0.7381665096329102,OR,2058.336181640625
29395455010497,41,0,47,98837,44.789416,-121.926406,2500.0,2008,2008,1,201.0,,20.0,20.0,352.0,1,POINT (-121.92640600000001 44.789416),283859765,44.7903033333,-121.9356533333,,2025-05-24,0.7381665096329102,OR,2058.336181640625
29882111010497,41,0,47,64684,44.787315,-121.953605,2900.0,2009,2009,1,201.0,,17.0,6.0,207.0,1,POINT (-121.953605 44.787315),283859765,44.7903033333,-121.9356533333,,2025-05-24,1.4584618468998247,OR,2004.367919921875
