plot_cn,SPCD,species_name,scientific_name,tree_count,avg_dia,max_dia,avg_ht,total_carbon,trees_5plus_inches,state
750085750290487,108,lodgepole pine,Pinus contorta,3,6.533333333333334,6.7,54.666666666666664,305.279548,3,OR
786780103290487,15,white fir,Abies concolor,15,25.933333333333334,37.8,99.8,54396.666313,15,OR
786780103290487,21,Shasta red fir,Abies shastensis,9,21.366666666666667,41.9,84.77777777777777,25026.56075,9,OR
786780103290487,202,Douglas-fir,Pseudotsuga menziesii,12,10.291666666666666,15.5,58.75,3429.57753,12,OR
786780103290487,431,"giant chinkapin, golden chinkapin",Chrysolepis chrysophylla var. chrysophylla,3,1.3333333333333333,1.6,12.0,3.054671,0,OR
8662481010901,11,Pacific silver fir,Abies amabilis,1,5.1,5.1,21.0,30.53366,1,OR
8662481010901,19,subalpine fir,Abies lasiocarpa,4,9.925,16.7,45.75,1062.90777,4,OR
8662481010901,108,lodgepole pine,Pinus contorta,1,13.4,13.4,87.0,607.616397,1,OR
8662481010901,119,western white pine,Pinus monticola,2,14.6,27.4,60.0,2748.01588,1,OR
8662481010901,264,mountain hemlock,Tsuga mertensiana,47,17.863829787234042,31.0,75.04255319148936,63404.391428999996,44,OR
8679203010901,15,white fir,Abies concolor,21,28.066666666666666,50.7,114.76190476190476,120808.21529600001,20,OR
8679203010901,21,Shasta red fir,Abies shastensis,6,32.75,48.0,131.5,37136.825471,6,OR
8679203010901,202,Douglas-fir,Pseudotsuga menziesii,1,31.1,31.1,115.0,3812.879702,1,OR
12996941010497,17,grand fir,Abies grandis,6,9.85,15.5,61.833333333333336,1931.8310390000001,6,WA
12996941010497,122,ponderosa pine,Pinus ponderosa,3,16.733333333333334,34.0,65.33333333333333,5222.171876,3,WA
12996941010497,202,Douglas-fir,Pseudotsuga menziesii,12,15.333333333333334,34.5,78.75,12410.69149,11,WA
174763834020004,108,lodgepole pine,Pinus contorta,9,9.855555555555556,15.2,72.0,2894.691991,9,WA
174763834020004,202,Douglas-fir,Pseudotsuga menziesii,18,12.083333333333334,18.8,69.83333333333333,8788.733239,17,WA
174763834020004,263,western hemlock,Tsuga heterophylla,5,12.8,20.5,68.2,2738.9361750000003,5,WA
174763834020004,747,black cottonwood,Populus balsamifera ssp. trichocarpa,2,41.4,42.8,100.5,11571.554296999999,2,WA
216961465020004,17,grand fir,Abies grandis,2,7.0,8.4,34.5,180.310908,2,WA
216961465020004,122,ponderosa pine,Pinus ponderosa,3,3.8333333333333335,5.8,14.333333333333334,55.579655,1,WA
216961465020004,202,Douglas-fir,Pseudotsuga menziesii,11,8.60909090909091,26.4,39.72727272727273,5019.021326,6,WA
22398195010497,17,grand fir,Abies grandis,10,7.37,12.1,63.7,1527.857677,10,WA
22398195010497,122,ponderosa pine,Pinus ponderosa,3,29.100000000000005,33.7,92.66666666666667,8991.371043,3,WA
22398195010497,202,Douglas-fir,Pseudotsuga menziesii,18,12.488888888888889,37.0,67.05555555555556,13669.532904,18,WA
22398481010497,108,lodgepole pine,Pinus contorta,10,9.24,15.0,69.1,2801.636357,10,WA
22398481010497,202,Douglas-fir,Pseudotsuga menziesii,18,11.233333333333333,17.3,65.83333333333333,7260.158138,17,WA
22398481010497,263,western hemlock,Tsuga heterophylla,5,11.9,19.3,64.8,2361.1630969999997,5,WA
22398481010497,747,black cottonwood,Populus balsamifera ssp. trichocarpa,2,39.900000000000006,41.2,100.5,10705.294922000001,2,WA
22398992010497,17,grand fir,Abies grandis,1,10.5,10.5,68.0,292.833945,1,WA
22398992010497,19,subalpine fir,Abies lasiocarpa,17,7.976470588235294,11.3,59.8235294117647,2516.461306,16,WA
22398992010497,73,western larch,Larix occidentalis,6,8.1,10.8,77.0,1249.051543,6,WA
22398992010497,93,Engelmann spruce,Picea engelmannii,8,7.4125,12.2,55.75,1251.307031,7,WA
22398992010497,108,lodgepole pine,Pinus contorta,2,12.0,13.6,85.5,1041.989982,2,WA
22398992010497,242,western redcedar,Thuja plicata,29,11.982758620689655,36.8,52.51724137931034,13401.581122,25,WA
22398992010497,263,western hemlock,Tsuga heterophylla,5,11.84,15.7,58.0,1799.9452999999999,5,WA
22398999010497,17,grand fir,Abies grandis,22,8.709090909090909,28.4,56.77272727272727,11479.193313,14,WA
22398999010497,108,lodgepole pine,Pinus contorta,3,14.066666666666668,15.8,106.33333333333333,2598.8146540000002,3,WA
22398999010497,202,Douglas-fir,Pseudotsuga menziesii,7,25.12857142857143,30.1,119.57142857142857,20912.792433,7,WA
22398999010497,242,western redcedar,Thuja plicata,6,11.616666666666667,24.5,62.0,2153.122666,6,WA
22398999010497,263,western hemlock,Tsuga heterophylla,3,7.0,9.1,41.333333333333336,282.602342,3,WA
22398999010497,321,Rocky Mountain maple,Acer glabrum,1,5.2,5.2,39.0,22.474411,1,WA
22399080010497,19,subalpine fir,Abies lasiocarpa,23,7.565217391304348,11.6,43.869565217391305,2609.224332,23,WA
22399080010497,108,lodgepole pine,Pinus contorta,40,8.852500000000001,15.8,59.75,8988.437971,40,WA
22399080010497,264,mountain hemlock,Tsuga mertensiana,14,11.307142857142859,27.1,51.0,6559.860162,14,WA
22399204010497,122,ponderosa pine,Pinus ponderosa,13,19.138461538461538,28.9,95.46153846153847,21361.660944,13,WA
22399204010497,202,Douglas-fir,Pseudotsuga menziesii,23,12.908695652173913,28.1,79.8695652173913,18990.62974,21,WA
22827505010497,17,grand fir,Abies grandis,1,5.9,5.9,34.0,58.496631,1,WA
22827505010497,19,subalpine fir,Abies lasiocarpa,4,9.100000000000001,14.5,51.5,716.339608,4,WA
22827505010497,93,Engelmann spruce,Picea engelmannii,4,20.825,28.5,90.75,5095.065891,4,WA
22827505010497,108,lodgepole pine,Pinus contorta,5,5.16,7.5,31.2,288.236784,4,WA
22827505010497,119,western white pine,Pinus monticola,13,2.476923076923077,6.0,13.76923076923077,92.912849,3,WA
22827505010497,122,ponderosa pine,Pinus ponderosa,2,27.549999999999997,29.2,115.5,6070.98214,2,WA
22827505010497,202,Douglas-fir,Pseudotsuga menziesii,4,6.4,17.3,35.75,989.2052120000001,2,WA
22827505010497,747,black cottonwood,Populus balsamifera ssp. trichocarpa,1,25.5,25.5,73.0,1358.754318,1,WA
22827588010497,11,Pacific silver fir,Abies amabilis,1,1.3,1.3,8.0,1.046827,0,WA
22827588010497,19,subalpine fir,Abies lasiocarpa,8,5.875,8.5,30.0,468.15138,6,WA
22827588010497,101,whitebark pine,Pinus albicaulis,7,5.414285714285714,9.6,22.0,383.676396,4,WA
22827588010497,264,mountain hemlock,Tsuga mertensiana,3,6.6000000000000005,12.4,27.0,370.24177499999996,2,WA
22827591010497,17,grand fir,Abies grandis,12,6.2749999999999995,12.2,42.833333333333336,1459.698031,9,WA
22827591010497,122,ponderosa pine,Pinus ponderosa,12,22.066666666666666,45.4,98.08333333333333,25765.045106,12,WA
22827591010497,202,Douglas-fir,Pseudotsuga menziesii,23,13.904347826086957,33.2,78.73913043478261,20173.94114,22,WA
22827640010497,17,grand fir,Abies grandis,7,4.6000000000000005,8.2,26.857142857142858,356.365515,4,WA
22827640010497,93,Engelmann spruce,Picea engelmannii,1,6.7,6.7,42.0,86.013886,1,WA
22827640010497,108,lodgepole pine,Pinus contorta,4,5.275,5.6,28.25,169.047934,4,WA
22827640010497,119,western white pine,Pinus monticola,6,10.516666666666667,16.5,70.66666666666667,2772.47502,5,WA
22827640010497,122,ponderosa pine,Pinus ponderosa,1,26.0,26.0,115.0,2671.455459,1,WA
22827640010497,202,Douglas-fir,Pseudotsuga menziesii,15,9.0,17.3,58.13333333333333,3668.767572,14,WA
22827640010497,263,western hemlock,Tsuga heterophylla,1,5.3,5.3,35.0,41.542596,1,WA
22932997010497,11,Pacific silver fir,Abies amabilis,1,3.5,3.5,17.0,12.466796,0,WA
22932997010497,119,western white pine,Pinus monticola,1,6.4,6.4,55.0,67.609767,1,WA
22932997010497,202,Douglas-fir,Pseudotsuga menziesii,15,14.0,24.5,78.46666666666667,10941.195296,15,WA
22932997010497,264,mountain hemlock,Tsuga mertensiana,4,12.0,16.4,63.75,1621.539473,4,WA
22933091010497,17,grand fir,Abies grandis,5,6.32,8.2,34.2,447.332875,4,WA
22933091010497,93,Engelmann spruce,Picea engelmannii,5,23.46,27.2,114.2,8953.558873,5,WA
22933091010497,202,Douglas-fir,Pseudotsuga menziesii,13,22.207692307692305,31.9,97.46153846153847,28974.142529,13,WA
22933091010497,242,western redcedar,Thuja plicata,7,26.785714285714285,41.0,87.57142857142857,13499.875182,7,WA
22933091010497,351,red alder,Alnus rubra,2,1.05,1.1,11.5,2.116264,0,WA
24166,242,western redcedar,Thuja plicata,2,36.0,36.0,83.0,3142.16749,2,WA
24166,351,red alder,Alnus rubra,9,16.12222222222222,29.4,54.77777777777778,5229.903888,9,WA
24166,999,other or unknown live tree,Tree unknown,3,5.7,6.0,36.0,234.27775,3,WA
24203697010900,202,Douglas-fir,Pseudotsuga menziesii,19,15.31578947368421,38.7,90.3157894736842,21549.956213,18,WA
24203697010900,263,western hemlock,Tsuga heterophylla,3,1.5,1.8,13.666666666666666,5.140762,0,WA
24203697010900,321,Rocky Mountain maple,Acer glabrum,2,7.35,9.1,28.0,67.624009,2,WA
24203697010900,375,paper birch,Betula papyrifera,1,6.3,6.3,42.0,106.117532,1,WA
24497166010900,17,grand fir,Abies grandis,14,14.12857142857143,30.6,82.57142857142857,12781.137271,14,WA
24497166010900,122,ponderosa pine,Pinus ponderosa,13,25.56153846153846,68.7,105.76923076923077,54782.404361,13,WA
24497166010900,202,Douglas-fir,Pseudotsuga menziesii,2,25.65,32.1,115.5,5550.060094,2,WA
24497166010900,920,willow spp.,Salix spp.,1,8.1,8.1,52.0,100.523607,1,WA
25096600010900,202,Douglas-fir,Pseudotsuga menziesii,2,15.75,25.0,70.5,2555.124688,2,WA
273640319489998,17,grand fir,Abies grandis,4,10.3,16.8,61.25,1612.20501,4,WA
273640319489998,122,ponderosa pine,Pinus ponderosa,3,17.2,34.2,68.0,5360.748937,3,WA
273640319489998,202,Douglas-fir,Pseudotsuga menziesii,9,15.222222222222221,34.8,71.44444444444444,10020.457907,8,WA
290008659489998,17,grand fir,Abies grandis,1,1.5,1.5,7.0,1.284242,0,WA
290008659489998,19,subalpine fir,Abies lasiocarpa,29,7.089655172413793,12.3,42.793103448275865,3072.028994,24,WA
290008659489998,108,lodgepole pine,Pinus contorta,23,8.808695652173913,11.8,65.21739130434783,5192.089373,23,WA
290008659489998,264,mountain hemlock,Tsuga mertensiana,20,9.65,27.9,47.85,7957.8892989999995,17,WA
290008712489998,17,grand fir,Abies grandis,25,10.22,31.3,69.88,18443.806398999997,17,WA
290008712489998,108,lodgepole pine,Pinus contorta,2,16.15,16.7,113.0,2327.844575,2,WA
290008712489998,202,Douglas-fir,Pseudotsuga menziesii,6,26.366666666666664,31.3,122.0,20160.097881,6,WA
290008712489998,242,western redcedar,Thuja plicata,8,15.8,26.7,78.0,5570.487489,8,WA
290008712489998,263,western hemlock,Tsuga heterophylla,2,8.6,10.0,46.5,295.165972,2,WA
290008968489998,17,grand fir,Abies grandis,2,6.449999999999999,7.1,54.0,190.827947,2,WA
290008968489998,19,subalpine fir,Abies lasiocarpa,12,8.791666666666666,12.0,71.25,2186.295391,12,WA
290008968489998,73,western larch,Larix occidentalis,6,9.083333333333334,13.0,84.5,1753.642456,6,WA
290008968489998,93,Engelmann spruce,Picea engelmannii,6,8.666666666666666,14.4,68.5,1504.537226,6,WA
290008968489998,108,lodgepole pine,Pinus contorta,2,12.75,14.2,98.5,1311.234559,2,WA
290008968489998,202,Douglas-fir,Pseudotsuga menziesii,1,4.6,4.6,42.0,39.789643,0,WA
290008968489998,242,western redcedar,Thuja plicata,32,11.921875,37.8,53.75,14742.075573,27,WA
290008968489998,263,western hemlock,Tsuga heterophylla,5,12.78,16.9,64.4,2195.1854519999997,5,WA
29882816010497,242,western redcedar,Thuja plicata,1,38.9,38.9,87.0,2979.140768,1,WA
29882816010497,321,Rocky Mountain maple,Acer glabrum,1,20.0,20.0,50.0,523.917018,1,WA
29882816010497,351,red alder,Alnus rubra,6,15.766666666666666,26.3,49.166666666666664,4460.088334,6,WA
29882886010497,17,grand fir,Abies grandis,6,10.816666666666668,18.1,48.833333333333336,2130.481574,6,WA
29882886010497,93,Engelmann spruce,Picea engelmannii,4,10.525,13.0,49.5,929.329207,4,WA
29882886010497,202,Douglas-fir,Pseudotsuga menziesii,5,6.640000000000001,8.3,33.4,343.59921099999997,5,WA
29882945010497,17,grand fir,Abies grandis,2,9.1,12.1,37.0,381.37595,2,WA
29882945010497,19,subalpine fir,Abies lasiocarpa,1,12.3,12.3,49.0,294.471921,1,WA
29882945010497,202,Douglas-fir,Pseudotsuga menziesii,18,16.405555555555555,42.2,69.22222222222223,18443.26173,18,WA
29882945010497,321,Rocky Mountain maple,Acer glabrum,1,5.0,5.0,14.0,6.381976,1,WA
29883153010497,17,grand fir,Abies grandis,14,4.707142857142857,11.8,27.571428571428573,928.789931,8,WA
29883153010497,119,western white pine,Pinus monticola,2,11.2,15.5,65.0,670.837751,2,WA
29883153010497,122,ponderosa pine,Pinus ponderosa,1,24.4,24.4,99.0,2149.687622,1,WA
29883153010497,202,Douglas-fir,Pseudotsuga menziesii,11,20.754545454545454,28.9,120.27272727272727,21106.502976,11,WA
29883153010497,242,western redcedar,Thuja plicata,2,9.399999999999999,13.7,44.5,314.603826,2,WA
29883316010497,17,grand fir,Abies grandis,39,10.810256410256411,34.0,68.33333333333333,21509.18978,35,WA
29883316010497,122,ponderosa pine,Pinus ponderosa,3,24.333333333333332,35.5,91.0,9056.572332,3,WA
29883316010497,202,Douglas-fir,Pseudotsuga menziesii,11,12.390909090909092,17.8,74.63636363636364,5711.587034,11,WA
30764681020004,202,Douglas-fir,Pseudotsuga menziesii,18,14.744444444444444,40.2,88.94444444444444,19911.968322,16,WA
30764681020004,263,western hemlock,Tsuga heterophylla,5,1.78,2.8,12.0,12.822661,0,WA
30764681020004,375,paper birch,Betula papyrifera,1,6.9,6.9,60.0,149.667612,1,WA
30852530020004,17,grand fir,Abies grandis,9,7.355555555555556,10.6,62.0,1282.844409,9,WA
30852530020004,122,ponderosa pine,Pinus ponderosa,5,27.82,34.0,101.2,13538.060571999999,5,WA
30852530020004,202,Douglas-fir,Pseudotsuga menziesii,23,12.121739130434783,34.5,68.04347826086956,17311.485503,23,WA
30852530020004,312,bigleaf maple,Acer macrophyllum,1,5.3,5.3,34.0,45.187542,1,WA
345934899489998,17,grand fir,Abies grandis,4,8.375,11.5,46.0,661.0242910000001,4,WA
345934899489998,93,Engelmann spruce,Picea engelmannii,1,24.0,24.0,143.0,2203.904051,1,WA
345934899489998,119,western white pine,Pinus monticola,1,29.7,29.7,143.0,3998.048589,1,WA
345934899489998,122,ponderosa pine,Pinus ponderosa,3,30.733333333333334,33.1,146.0,13111.189074,3,WA
345934899489998,202,Douglas-fir,Pseudotsuga menziesii,8,25.125,28.5,121.0,21415.430745999998,8,WA
345934899489998,242,western redcedar,Thuja plicata,4,5.975,16.7,24.75,440.556331,1,WA
345936621489998,17,grand fir,Abies grandis,1,22.7,22.7,113.0,2018.457513,1,WA
345936621489998,122,ponderosa pine,Pinus ponderosa,1,20.7,20.7,123.0,1710.513823,1,WA
345936621489998,202,Douglas-fir,Pseudotsuga menziesii,31,29.458064516129035,56.7,128.4516129032258,139929.348374,31,WA
346864309489998,122,ponderosa pine,Pinus ponderosa,11,22.963636363636365,30.5,107.27272727272727,25764.331455,11,WA
346864309489998,202,Douglas-fir,Pseudotsuga menziesii,23,13.356521739130434,29.2,83.73913043478261,21787.415949,21,WA
40220261010497,122,ponderosa pine,Pinus ponderosa,13,13.915384615384616,31.0,50.30769230769231,9053.875238999999,12,WA
40220261010497,202,Douglas-fir,Pseudotsuga menziesii,14,12.37857142857143,24.3,49.857142857142854,5514.780875,14,WA
40220555010497,17,grand fir,Abies grandis,1,29.1,29.1,124.0,3507.104336,1,WA
40220555010497,122,ponderosa pine,Pinus ponderosa,9,24.555555555555557,27.2,122.77777777777777,22348.471451999998,9,WA
40220555010497,202,Douglas-fir,Pseudotsuga menziesii,13,23.73846153846154,31.4,126.07692307692308,31796.031874,13,WA
40220555010497,242,western redcedar,Thuja plicata,1,19.2,19.2,90.0,795.512908,1,WA
40403564010497,17,grand fir,Abies grandis,12,5.3500000000000005,7.9,37.833333333333336,764.697608,9,WA
40403564010497,73,western larch,Larix occidentalis,5,6.6,10.4,48.0,536.4675010000001,4,WA
40403564010497,108,lodgepole pine,Pinus contorta,4,8.475,12.9,48.75,735.983078,4,WA
40403564010497,202,Douglas-fir,Pseudotsuga menziesii,7,7.285714285714286,9.7,42.285714285714285,736.302207,7,WA
40403564010497,242,western redcedar,Thuja plicata,9,2.3,4.8,15.222222222222221,45.204509,0,WA
40403564010497,263,western hemlock,Tsuga heterophylla,2,3.7,3.8,27.0,32.641311,0,WA
40403564010497,747,black cottonwood,Populus balsamifera ssp. trichocarpa,8,8.3875,12.8,49.375,1329.89475,7,WA
40403573010497,17,grand fir,Abies grandis,4,22.775,35.0,107.75,12239.632047000001,4,WA
40403573010497,122,ponderosa pine,Pinus ponderosa,8,31.7125,44.8,116.25,34524.687933,8,WA
40403573010497,202,Douglas-fir,Pseudotsuga menziesii,18,13.600000000000001,44.6,66.88888888888889,17201.554148000003,18,WA
444202157489998,11,Pacific silver fir,Abies amabilis,1,3.2,3.2,14.0,9.225862,0,WA
444202157489998,19,subalpine fir,Abies lasiocarpa,12,7.966666666666668,26.1,33.583333333333336,2823.479253,9,WA
444202157489998,101,whitebark pine,Pinus albicaulis,6,4.5,7.0,16.5,123.685046,3,WA
444202157489998,119,western white pine,Pinus monticola,2,3.25,5.1,16.5,22.40752,1,WA
444202157489998,264,mountain hemlock,Tsuga mertensiana,5,5.86,13.5,24.4,502.575675,3,WA
444202272489998,17,grand fir,Abies grandis,12,7.033333333333334,13.2,44.166666666666664,1847.869476,9,WA
444202272489998,122,ponderosa pine,Pinus ponderosa,12,22.633333333333336,45.4,100.58333333333333,27107.619071,12,WA
444202272489998,202,Douglas-fir,Pseudotsuga menziesii,23,14.469565217391304,34.0,79.34782608695652,21325.788655,22,WA
444202714489998,17,grand fir,Abies grandis,2,6.4,7.5,35.0,153.223392,2,WA
444202714489998,19,subalpine fir,Abies lasiocarpa,5,8.22,15.3,41.6,875.0022329999999,4,WA
444202714489998,93,Engelmann spruce,Picea engelmannii,5,18.68,29.5,78.6,5685.5477789999995,5,WA
444202714489998,108,lodgepole pine,Pinus contorta,11,5.4363636363636365,9.8,38.09090909090909,900.463389,8,WA
444202714489998,119,western white pine,Pinus monticola,14,2.9214285714285713,7.3,15.142857142857142,135.106866,2,WA
444202714489998,122,ponderosa pine,Pinus ponderosa,2,27.7,29.4,114.5,6108.611902000001,2,WA
444202714489998,202,Douglas-fir,Pseudotsuga menziesii,5,11.459999999999999,25.6,56.6,3893.786702,3,WA
444202714489998,747,black cottonwood,Populus balsamifera ssp. trichocarpa,1,25.6,25.6,78.0,1230.312428,1,WA
444202723489998,17,grand fir,Abies grandis,10,5.37,8.8,31.1,624.132264,7,WA
444202723489998,93,Engelmann spruce,Picea engelmannii,1,7.2,7.2,44.0,101.346613,1,WA
444202723489998,108,lodgepole pine,Pinus contorta,4,7.325,8.0,44.0,450.851202,4,WA
444202723489998,119,western white pine,Pinus monticola,5,10.5,17.8,64.0,2349.383733,4,WA
444202723489998,122,ponderosa pine,Pinus ponderosa,1,27.3,27.3,127.0,3129.299364,1,WA
444202723489998,202,Douglas-fir,Pseudotsuga menziesii,14,10.464285714285714,18.6,68.07142857142857,5077.174107,14,WA
444202723489998,263,western hemlock,Tsuga heterophylla,1,7.4,7.4,45.0,99.439963,1,WA
44541748020004,17,grand fir,Abies grandis,14,17.07857142857143,32.1,93.42857142857143,20441.185081,14,WA
44541748020004,122,ponderosa pine,Pinus ponderosa,13,26.900000000000002,69.7,110.23076923076923,56889.891773999996,13,WA
44541748020004,202,Douglas-fir,Pseudotsuga menziesii,4,25.85,35.5,123.5,12370.609144,4,WA
48203713010497,17,grand fir,Abies grandis,16,5.51875,23.9,30.375,3133.159909,8,WA
48203713010497,108,lodgepole pine,Pinus contorta,1,10.9,10.9,107.0,454.991849,1,WA
48203713010497,119,western white pine,Pinus monticola,4,18.375,25.5,113.5,6175.271172000001,4,WA
48203713010497,122,ponderosa pine,Pinus ponderosa,1,39.9,39.9,142.0,7437.010194,1,WA
48203713010497,202,Douglas-fir,Pseudotsuga menziesii,7,19.17142857142857,25.4,110.0,10616.631667,7,WA
48203713010497,242,western redcedar,Thuja plicata,10,6.3100000000000005,9.0,32.5,466.41695100000004,10,WA
48203713010497,263,western hemlock,Tsuga heterophylla,1,5.0,5.0,26.0,27.998763,1,WA
48204134010497,17,grand fir,Abies grandis,11,7.0636363636363635,16.1,39.36363636363637,1522.284858,10,WA
48204134010497,73,western larch,Larix occidentalis,1,1.0,1.0,13.0,0.853111,0,WA
48204134010497,202,Douglas-fir,Pseudotsuga menziesii,5,3.08,5.7,20.0,81.73997,1,WA
48204134010497,242,western redcedar,Thuja plicata,1,22.5,22.5,51.0,705.430725,1,WA
48204134010497,375,paper birch,Betula papyrifera,5,1.8199999999999998,2.5,17.4,26.525847,0,WA
484819190489998,17,grand fir,Abies grandis,5,7.94,9.6,42.4,674.661601,5,WA
484819190489998,93,Engelmann spruce,Picea engelmannii,5,24.48,28.5,116.6,9863.274155,5,WA
484819190489998,202,Douglas-fir,Pseudotsuga menziesii,17,21.405882352941177,32.9,96.11764705882354,35863.955626,17,WA
484819190489998,242,western redcedar,Thuja plicata,9,23.22222222222222,42.5,85.77777777777777,15213.247318,9,WA
484819224489998,22,noble fir,Abies procera,1,3.8,3.8,18.0,14.170101,0,WA
484819224489998,119,western white pine,Pinus monticola,1,7.9,7.9,67.0,124.177379,1,WA
484819224489998,202,Douglas-fir,Pseudotsuga menziesii,15,15.506666666666666,27.1,84.66666666666667,13998.583131,15,WA
484819224489998,263,western hemlock,Tsuga heterophylla,3,12.733333333333334,16.9,66.66666666666667,1348.640361,3,WA
498302557126144,17,grand fir,Abies grandis,5,7.1,13.1,43.4,757.8920909999999,4,WA
498302557126144,122,ponderosa pine,Pinus ponderosa,3,26.433333333333334,36.0,100.66666666666667,8701.83998,3,WA
498302557126144,202,Douglas-fir,Pseudotsuga menziesii,14,17.142857142857142,28.8,74.71428571428571,14340.919952,14,WA
498302557126144,747,black cottonwood,Populus balsamifera ssp. trichocarpa,1,12.5,12.5,49.0,328.53969,1,WA
558629524126144,17,grand fir,Abies grandis,26,11.715384615384616,25.2,73.3076923076923,15100.919609,25,WA
558629524126144,122,ponderosa pine,Pinus ponderosa,2,33.1,36.2,126.5,9525.408202999999,2,WA
558629524126144,202,Douglas-fir,Pseudotsuga menziesii,18,14.527777777777779,22.3,87.83333333333333,14905.334699000001,18,WA
558629564126144,242,western redcedar,Thuja plicata,1,44.2,44.2,97.0,4271.816624,1,WA
558629564126144,351,red alder,Alnus rubra,7,17.685714285714287,28.9,47.857142857142854,6874.317367,6,WA
558630739126144,17,grand fir,Abies grandis,3,9.233333333333334,12.0,43.0,591.132082,3,WA
558630739126144,93,Engelmann spruce,Picea engelmannii,3,12.6,13.6,57.666666666666664,1031.881625,3,WA
558630739126144,122,ponderosa pine,Pinus ponderosa,2,6.75,7.2,36.5,164.15981499999998,2,WA
558630739126144,202,Douglas-fir,Pseudotsuga menziesii,5,9.06,11.8,40.6,730.356418,5,WA
558630780126144,17,grand fir,Abies grandis,19,4.068421052631579,10.0,23.789473684210527,900.7120620000001,7,WA
558630780126144,119,western white pine,Pinus monticola,3,9.066666666666666,15.7,56.333333333333336,920.1978280000001,2,WA
558630780126144,122,ponderosa pine,Pinus ponderosa,1,25.5,25.5,111.0,2514.141997,1,WA
558630780126144,202,Douglas-fir,Pseudotsuga menziesii,6,20.966666666666665,29.3,112.33333333333333,11406.405539,6,WA
558630780126144,242,western redcedar,Thuja plicata,2,11.05,15.6,52.5,463.33270500000003,2,WA
558630782126144,17,grand fir,Abies grandis,2,10.3,13.8,45.0,558.9599,2,WA
558630782126144,19,subalpine fir,Abies lasiocarpa,1,12.6,12.6,53.0,320.155061,1,WA
558630782126144,202,Douglas-fir,Pseudotsuga menziesii,17,17.86470588235294,44.8,74.76470588235294,20208.692723,17,WA
645308381126144,122,ponderosa pine,Pinus ponderosa,14,14.507142857142856,32.4,52.285714285714285,10754.418859,13,WA
645308381126144,202,Douglas-fir,Pseudotsuga menziesii,13,13.792307692307693,25.6,53.15384615384615,5928.985907,13,WA
645308680126144,122,ponderosa pine,Pinus ponderosa,9,25.822222222222223,29.0,129.0,25489.283255000002,9,WA
645308680126144,202,Douglas-fir,Pseudotsuga menziesii,18,25.427777777777777,32.8,133.61111111111111,52394.52432,18,WA
645308680126144,242,western redcedar,Thuja plicata,1,20.2,20.2,90.0,856.753714,1,WA
714229186290487,17,grand fir,Abies grandis,5,18.02,32.4,87.4,9485.981775,5,WA
714229186290487,122,ponderosa pine,Pinus ponderosa,6,30.266666666666666,37.4,124.0,24258.4137,6,WA
714229186290487,202,Douglas-fir,Pseudotsuga menziesii,14,12.685714285714285,44.9,64.35714285714286,13777.579615999999,14,WA
714229281290487,17,grand fir,Abies grandis,16,6.48125,10.6,48.5,2108.91155,12,WA
714229281290487,73,western larch,Larix occidentalis,4,8.5,12.1,63.75,822.893992,4,WA
714229281290487,108,lodgepole pine,Pinus contorta,4,9.8,14.3,67.0,1204.954159,4,WA
714229281290487,202,Douglas-fir,Pseudotsuga menziesii,5,9.1,11.2,62.6,1138.250614,5,WA
714229281290487,242,western redcedar,Thuja plicata,9,3.9555555555555557,6.3,24.444444444444443,178.741037,3,WA
714229281290487,263,western hemlock,Tsuga heterophylla,2,3.4,5.8,25.5,59.146480000000004,1,WA
714229281290487,747,black cottonwood,Populus balsamifera ssp. trichocarpa,7,10.542857142857143,14.8,67.57142857142857,2043.6997390000001,7,WA
750082665290487,17,grand fir,Abies grandis,14,3.1999999999999997,9.5,16.357142857142858,315.818394,3,WA
750082665290487,119,western white pine,Pinus monticola,6,15.966666666666669,27.3,83.5,9023.461865000001,4,WA
750082665290487,122,ponderosa pine,Pinus ponderosa,2,34.8,40.2,143.5,11491.293113,2,WA
750082665290487,202,Douglas-fir,Pseudotsuga menziesii,2,1.2000000000000002,1.3,11.5,2.3160410000000002,0,WA
750082665290487,242,western redcedar,Thuja plicata,8,6.025,8.5,30.375,359.139253,7,WA
750082665290487,263,western hemlock,Tsuga heterophylla,1,7.6,7.6,35.0,82.260417,1,WA
750082745290487,17,grand fir,Abies grandis,13,6.546153846153846,11.7,37.38461538461539,1247.439091,11,WA
750082745290487,73,western larch,Larix occidentalis,2,1.35,1.4,16.5,3.671071,0,WA
750082745290487,122,ponderosa pine,Pinus ponderosa,2,6.3,7.6,30.0,135.132443,2,WA
750082745290487,202,Douglas-fir,Pseudotsuga menziesii,17,4.241176470588235,10.4,27.529411764705884,902.489499,7,WA
750082745290487,375,paper birch,Betula papyrifera,8,2.525,7.1,22.25,190.232615,1,WA
750082745290487,747,black cottonwood,Populus balsamifera ssp. trichocarpa,1,11.4,11.4,47.0,265.196783,1,WA
8615827010901,17,grand fir,Abies grandis,1,20.0,20.0,108.0,1508.054737,1,WA
8615827010901,122,ponderosa pine,Pinus ponderosa,1,19.4,19.4,119.0,1463.920856,1,WA
8615827010901,202,Douglas-fir,Pseudotsuga menziesii,36,27.130555555555556,64.7,122.88888888888889,158351.099944,36,WA
8651533010901,17,grand fir,Abies grandis,5,12.819999999999999,28.2,74.2,5105.791097,4,WA
8651533010901,119,western white pine,Pinus monticola,1,27.8,27.8,133.0,3278.082032,1,WA
